Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210954,2021,06-06-2022,Bristol,"98 SKYRIDGE RD., #1-4-1",73500,165000,0.4454,Residential,Condo,,,,POINT (-72.948355029 41.659004009)
212089,2021,08/17/2022,Bridgeport,371 WOOD AVE #373,187014,375000,0.4987,Residential,Three Family,25 - Other,DISTRESS SALE,,POINT (-73.207566841 41.178003093)
21000155,2021,06/30/2022,Granby,13 CRANBERRY LN,176260,399900,0.4407,Residential,Single Family,,,,POINT (-72.794041006 41.973018014)
210025,2021,10/20/2021,Ledyard,1897 CENTER GROTON RD,283920,500000,0.5678,Residential,Single Family,,,,POINT (-72.015488014 41.431186018)
211139,2021,06/20/2022,Danbury,39 GREGORY ST,200500,325000,0.6169,Residential,Single Family,,F13080,,POINT (-73.482315034 41.401023991)
210613,2021,08/29/2022,Glastonbury,23 CROSSROADS LN,146700,380000,0.386,Residential,Condo,,,,POINT (-72.610357968 41.717417995)
21116,2021,01/24/2022,Darien,9 CLUBHOUSE CIRCLE,869820,1507500,0.5769,Residential,Single Family,,,,POINT (-73.48022903 41.063884986)
210011,2021,11-08-2021,Bolton,68 HIGH RIDGE FARM LANE,475100,620000,0.7662,Residential,Single Family,,,,POINT (-72.415365983 41.746363012)
210322,2021,12-06-2021,Danbury,1 HIGH FIELDS DR,392700,599000,0.6555,Residential,Single Family,,E10085,,POINT (-73.500040999 41.417195993)
211302,2021,09/29/2022,Hamden,148 PUTNAM AVE,124390,250000,0.4975,Residential,Single Family,,,,POINT (-72.918159977 41.344914986)
2121196,2021,04/14/2022,Ansonia,25 EDGEWOOD AVE,120000,325000,0.3692,Residential,Single Family,,,,POINT (-73.093693961 41.341097993)
210006,2021,11-01-2021,Bolton,24 BAYBERRY RD,105900,250000,0.4236,Residential,Single Family,,,,POINT (-72.427577997 41.768665999)
210361,2021,09/15/2022,Cromwell,77 BERLIN ROAD,881860,2035434,0.4332,Commercial,,,,,POINT (-72.69342397 41.601528)
210129,2021,12-06-2021,Branford,85 PINSKI DR,132200,285000,0.4638,Residential,Single Family,,,,POINT (-72.855845975 41.274443004)
210346,2021,08-09-2022,Bloomfield,124 COTTAGE GROVE RD,107430,250000,0.4297,Residential,Single Family,,,,POINT (-72.703516033 41.818164993)
210151,2021,10/22/2021,Bridgeport,556-558 PEARL HARBOR ST,154810,200000,0.774,Residential,Two Family,,,,POINT (-73.160105037 41.203570995)
210244,2021,12-03-2021,New Britain,146 FAIRVIEW ST,126350,350000,0.361,Residential,Two Family,,,,POINT (-72.768784991 41.666163999)
210006,2021,10-08-2021,Easton,32 PALMER PLACE,573230,805000,0.712,Residential,Single Family,,,,POINT (-73.262615964 41.233486008)
210686,2021,03/31/2022,Bristol,99 COUNCIL RING DR,103110,286000,0.3605,Residential,Single Family,,,,POINT (-72.903491982 41.706652991)
2100173,2021,04-05-2022,Madison,65A MIDDLE BEACH RD,823700,1345000,0.6124,Residential,Single Family,,,,POINT (-72.596029021 41.270915983)
210049,2021,10/14/2021,New Britain,95 CLINTON ST,85260,200000,0.4263,Residential,Single Family,,,,POINT (-72.79938799 41.674062014)
210170,2021,11/16/2021,Hamden,133 ARMORY ST,228970,560000,0.4088,Residential,Single Family,,,,POINT (-72.916072967 41.337435982)
210598,2021,04-04-2022,Hamden,3190 WHITNEY AVE U6,255500,245000,1.0428,Commercial,,,,,POINT (-72.901624997 41.410594993)
210368,2021,09-06-2022,Bloomfield,5 RYEFIELD HOLLOW DR,190120,406000,0.4682,Residential,Single Family,,,,POINT (-72.748464994 41.837590012)
21186,2021,03-10-2022,Bethel,12 & 14 STONY HILL ROAD,596680,1250000,0.4773,Commercial,,,,,POINT (-73.397553039 41.417280986)
2100127,2021,01/28/2022,Madison,31 NORTONTOWN RD,210200,250000,0.8408,Residential,Single Family,07 - Change in Property,IMPROVED AFTER 10/1/2021,,POINT (-72.629284976 41.290079989)
21000220,2021,03-03-2022,Cheshire,1632 PLANK RD,163880,295000,0.5555,Residential,Single Family,28 - Use Assessment,PA490,,POINT (-72.952891985 41.525694994)
2100259,2021,08-09-2022,New Fairfield,7 ROCK RIDGE RD,429000,900000,0.476666667,Residential,Single Family,07 - Change in Property,IMPROVED AFTER 10-1,,POINT (-73.262571881 41.193926888)
210647,2021,05-05-2022,Fairfield,2032 NORTH BENSON ROAD,336350,750000,0.4484,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.257988986 41.173763983)
210234,2021,11-03-2021,Bridgeport,385 PRISCILLA ST,44670,60000,0.7445,Vacant Land,,,,,POINT (-73.171185455 41.212031877)
210268,2021,06-02-2022,Bloomfield,11 ARROWWOOD LANE,206080,443500,0.4646,Residential,Single Family,,,,POINT (-72.756076014 41.847912996)
210458,2021,11/30/2021,Bridgeport,1017 HOWARD AVE,169327,280000,0.6047,Residential,Three Family,14 - Foreclosure,,,POINT (-73.213724994 41.174103995)
21057,2021,07-06-2022,Chester,6 PROSPECT ST,149930,404000,0.371113861,Residential,Single Family,,,,POINT (-72.451116979 41.399517009)
210563,2021,08-01-2022,East Windsor,24 MAPLE AVE,118440,210700,0.5621,Residential,Single Family,,,,POINT (-72.645242866 41.851415308)
210076,2021,11-02-2021,Glastonbury,254 FOOTE RD,229000,370000,0.6189,Residential,Single Family,,,,POINT (-72.594237976 41.659065993)
211429,2021,08/24/2022,Danbury,17 HARVEST HILL RD,226200,425000,0.5322,Residential,Single Family,,E08005,,POINT (-73.498137972 41.423974983)
21289,2021,07-07-2022,Monroe,73 GREENWOOD LN,338600,610000,0.555,Residential,Single Family,,,,POINT (-73.201089023 41.308862996)
21000374,2021,06/23/2022,Cheshire,218 CONTOUR DR,152790,280000,0.5456,Residential,Single Family,07 - Change in Property,,,POINT (-72.903733967 41.517321012)
210095,2021,10/26/2021,Hamden,365 MATHER ST U84,73290,156000,0.4698,Residential,Condo,,,,POINT (-72.922237019 41.359736999)
210123,2021,10/29/2021,Bristol,505 + 545 REDSTONE HILL RD + L,487690,565000,0.8631,Residential,Single Family,22 - Money and Personal Property,SALE OF MULTIPLE PARCELS,,POINT (-72.895293978 41.657038998)
21425,2021,08/31/2022,Darien,27 HOLLOW TREE RIDGE RD,499450,980000,0.5096,Residential,Single Family,,,,POINT (-73.502547021 41.06151802)
210621,2021,04-11-2022,Hamden,351 KNOB HILL DR,209090,200000,1.0454,Residential,Single Family,,,,POINT (-72.911186988 41.396513018)
21020,2021,02/16/2022,Chaplin,96 ENGLAND RD,117100,220000,0.5322,Residential,Single Family,,,,POINT (-72.118425999 41.790945014)
210993,2021,06/17/2022,Bristol,"426 EMMETT ST., UNIT #47",48020,130000,0.3693,Residential,Condo,,,,POINT (-72.907279009 41.660166998)
21371,2021,08/19/2022,Bethel,3 EAGLE ROCK HILL,118440,325000,0.3644,Residential,Condo,,,,POINT (-73.40802103 41.381634009)
211330,2021,09/14/2022,Bristol,LOT #25A BUSINESS PARK DR,241080,660000,0.3652,Vacant Land,,,,,POINT (-72.916715755 41.661391036)
210571,2021,08-08-2022,Branford,183 MAPLE ST,169300,370000,0.4575,Residential,Single Family,,,,POINT (-72.825196037 41.272066986)
210363,2021,01/28/2022,Fairfield,635 STILLSON ROAD,365540,649000,0.5632,Residential,Single Family,07 - Change in Property,BUILDING PERMITS,,POINT (-73.253911023 41.177871996)
21154,2021,12/27/2021,Farmington,5-F STAUNTON COURT,130500,143877,0.907,Residential,Condo,25 - Other,BULK SALE GRANTEE PURCHASED 48 OTHER UNITS FROM GRANTOR,,POINT (-72.799486629 41.737624141)
210178,2021,05/19/2022,Clinton,9 GRAYLEDGE DR,189100,160000,1.1818,Residential,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-72.531704033 41.304015993)
210467,2021,06/28/2022,Glastonbury,180 SHODDY MILL RD,243200,420000,0.579,Residential,Single Family,,,,POINT (-72.523653969 41.696052985)
210811,2021,06/21/2022,Fairfield,125 VESPER STREET,264320,565000,0.4678,Residential,Single Family,,,,POINT (-73.234403987 41.179839983)
21000048,2021,10/29/2021,Cheshire,401 S MERIDEN RD,284350,432000,0.6582,Residential,Single Family,,,,POINT (-72.876670981 41.508198987)
21093,2021,12/21/2021,Darien,3 HALF MILE RD,1947680,2151000,0.9054,Residential,Single Family,08 - Part Interest,,,POINT (-73.484919962 41.106017)
21078,2021,04/20/2022,Haddam,900 SAYBROOK RD,103890,205000,0.506780488,Residential,Condo,,,,POINT (-72.51500703 41.479898999)
210310,2021,07-05-2022,Bloomfield,37 BURR ROAD,175910,365000,0.4819,Residential,Single Family,,,,POINT (-72.757514013 41.820297014)
210588,2021,12/17/2021,Bridgeport,401 BREWSTER AVE,167435,285000,0.5874,Residential,Single Family,,,,POINT (-73.224010008 41.155001009)
21361,2021,06-01-2022,Farmington,21 ASH CT,150290,300000,0.5009,Residential,Condo,,,,POINT (-72.877969003 41.730573979)
211894,2021,07/13/2022,Bridgeport,174 JONES AVE #176,140160,293028,0.478316065,Residential,Two Family,25 - Other,,TWO SALES SAME DAY - ALSO SEE  #211893,POINT (-73.199428987 41.18391099)
210562,2021,02/28/2022,New Britain,15-19 PROSPECT ST,26110,50000,0.5222,Residential,Condo,,,,POINT (-72.784050029 41.664930015)
2100209,2021,01-11-2022,Naugatuck,39 HARLOW ST,128590,260000,0.4945,Residential,Single Family,,,,POINT (-73.082276971 41.495921007)
210346,2021,07-05-2022,New Canaan,95 INDIAN WATERS DR,1890000,3160000,0.5981,Residential,Single Family,,,,POINT (-73.507078026 41.131935982)
210136,2021,03/23/2022,Derby,116-120 HAWTHORNE AVE,133140,421000,0.3162,Residential,Three Family,,,,POINT (-73.096056987 41.327268021)
210328,2021,12/27/2021,Hamden,288 DAVIS ST,129150,263000,0.491,Residential,Single Family,,,,POINT (-72.899764969 41.339431001)
21567,2021,09/14/2022,Farmington,22 RED STONE WAY 56,140240,265100,0.529,Residential,Condo,,,,POINT (-72.875843017 41.729568989)
210657,2021,12/29/2021,Bridgeport,135 DOGWOOD DR,149910,355000,0.4222,Residential,Single Family,,,,POINT (-73.199396968 41.223654999)
21000453,2021,08-05-2022,Cheshire,1181 TUCKER RD,217900,430000,0.5067,Residential,Single Family,,,,POINT (-72.938086024 41.511164001)
210900,2021,04/27/2022,Danbury,11 SCUPPO RD 402,140500,360000,0.3902,Residential,Condo,,F14072-402,,POINT (-73.480261971 41.392119979)
21067,2021,01-06-2022,Burlington,15 DUANE LN,202720,370000,0.5478,Residential,Single Family,,,,POINT (-72.992086016 41.791486988)
211279,2021,04-04-2022,Bridgeport,255 HARLEM AVE,149070,235000,0.634340426,Residential,Single Family,,,,POINT (-73.209875018 41.200444)
210488,2021,02/23/2022,Hamden,204 SOUTH NEW RD,112350,225000,0.4993,Residential,Single Family,,,,POINT (-72.895851039 41.402949985)
21072,2021,01/18/2022,East Haddam,12 SHORE RD,160960,255000,0.631215686,Residential,Single Family,,,,POINT (-72.408254022 41.503612996)
210220,2021,07/25/2022,Canton,49 CHURCH ST,4550,20000,0.2275,Vacant Land,,16 - Charitable Group,,,POINT (-72.927052032 41.809284219)
210848,2021,05/20/2022,New Britain,66 PINEHURST AVE,104790,250000,0.4191,Residential,Single Family,,,,POINT (-72.806782002 41.678183019)
210020,2021,10/19/2021,Madison,597 GREEN HILL RD,85800,225000,0.3813,Vacant Land,,12 - Non Buildable Lot,sale to abutter,,POINT (-72.599667859 41.308368085)
2100207,2021,01-10-2022,Naugatuck,120 MAY ST,117030,280629,0.417027463,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.042882026 41.489281995)
211214,2021,09-01-2022,Hamden,661 SHEPARD AVE,181580,360000,0.5043,Residential,Single Family,,,,POINT (-72.922403986 41.392186993)
21087,2021,12/20/2021,Darien,69 MAPLE ST,409290,604000,0.6776,Residential,Single Family,,,,POINT (-73.495596998 41.06743401)
210045,2021,11-03-2021,Ledyard,93 MEETINGHOUSE LN,134890,146750,0.9191,Residential,Single Family,18 - In Lieu Of Foreclosure,,,POINT (-71.975890981 41.43502602)
2100543,2021,07/19/2022,Naugatuck,607 MILLVILLE AVE 7-2,52840,132000,0.4003,Residential,Condo,,,,POINT (-73.075223012 41.495850012)
211691,2021,06-07-2022,Bridgeport,200 STRATFIELD PL,151200,349900,0.4321,Residential,Single Family,,,,POINT (-73.219977977 41.203053999)
21096,2021,12/13/2021,Bethel,38 RIDGEDALE ROAD,221060,443000,0.499,Residential,Single Family,,,,POINT (-73.393428975 41.408771007)
211010,2021,02/24/2022,Bridgeport,881 LAFAYETTE BLVD UNIT #4H,87050,175000,0.497428571,Residential,Single Family,,,,POINT (-73.192716005 41.17455402)
210232,2021,05-02-2022,Bloomfield,47 HUBBARD STREET,110600,235000,0.4706,Residential,Single Family,,,,POINT (-72.697610982 41.808711002)
210192,2021,03-01-2022,Killingly,57 JUDD AVE,100590,230000,0.4373,Residential,Single Family,,,,POINT (-71.881095009 41.820642013)
218427,2021,08-08-2022,Middletown,234 SOUTH MAIN ST UNIT 416,112460,240000,0.4685,Residential,Condo,,,,POINT (-72.649202977 41.549857003)
218076,2021,04-11-2022,Middletown,531 ATKINS ST,129700,132500,0.9788,Residential,Single Family,08 - Part Interest,,,POINT (-72.73648298 41.580098994)
210138,2021,10/27/2021,Danbury,61 BALL POND,232600,499900,0.4652,Residential,Single Family,,C06012,,POINT (-73.513353976 41.445192011)
210114,2021,12/30/2021,Bloomfield,41 SHARON STREET,139930,280000,0.4997,Residential,Single Family,,,,POINT (-72.700343629 41.789421856)
210013,2021,10/18/2021,East Hampton,20 MARK TWAIN DR,118600,175000,0.6777,Residential,Single Family,,,,POINT (-72.49289096 41.594475006)
210187,2021,11-10-2021,Bristol,25 ROGERS RD,177800,292000,0.6089,Residential,Single Family,,,,POINT (-72.887033025 41.665679986)
21062,2021,10/29/2021,Farmington,10 OAKLAND AV,136190,280000,0.4863,Residential,Single Family,,,,POINT (-72.788939026 41.743636002)
210104,2021,01/18/2022,East Hampton,34 LONG HILL RD,152470,330000,0.462,Residential,Single Family,,,,POINT (-72.548594993 41.558411993)
2100144,2021,04/18/2022,New Fairfield,4 JOELS DR,251300,350000,0.718,Residential,Single Family,,,,POINT (-73.503859962 41.479195003)
210125,2021,04-01-2022,Litchfield,88 WIGWAM RD,326280,1383200,0.235887796,Residential,Single Family,28 - Use Assessment,,"PER MLS SALE PRICE = $1,520,000, TWO DEEDS ON TOWN CARD",POINT (-73.134556996 41.700734991)
211561,2021,05-11-2022,Bridgeport,315 WILLIAM ST,179039,425000,0.421268235,Residential,Single Family,07 - Change in Property,IMPROVED MADE INTO A FARM (NO PERMIT),,POINT (-73.186365037 41.188684987)
21251,2021,03/23/2022,Guilford,379 WHITFIELD ST CN2146,13440,53500,0.2512,Residential,Condo,,DOCKOMINIUM/BOAT SLIP,,POINT (-72.677426736 41.277981372)
211796,2021,06/27/2022,Bridgeport,25 CARTRIGHT ST UNIT #4B,58740,140000,0.4195,Residential,Condo,,,,POINT (-73.219296026 41.177733988)
210245,2021,05/23/2022,Avon,100 ROSEWOOD ROAD,266780,550000,0.485,Residential,Single Family,,,,POINT (-72.838580009 41.819741)
2100330,2021,03/21/2022,Naugatuck,22 GROVE ST,129860,250000,0.5194,Residential,Single Family,,,,POINT (-73.058100964 41.496865983)
210225,2021,11-02-2021,Bridgeport,597 HUNTINGTON TPKE,183181,350000,0.5233,Residential,Single Family,25 - Other,EXECUTOR'S DEED,,POINT (-73.17258896 41.21683498)
211417,2021,04/21/2022,Bridgeport,325 LAFAYETTE UNIT # 8111,48710,125000,0.3896,Residential,Condo,,,,POINT (-73.189155037 41.167946985)
210120,2021,07-11-2022,Easton,35 WEST ROAD,693980,1220000,0.5688,Residential,Single Family,,,,POINT (-73.321553987 41.213977002)
21293,2021,06/23/2022,Bethel,14 BUDD DRIVE,204400,500000,0.4088,Residential,Single Family,,,,POINT (-73.392634035 41.413038988)
210334,2021,12/20/2021,Bristol,164 SOUTHDOWN DR,252210,550000,0.4585,Residential,Single Family,,,,POINT (-72.967446993 41.711173016)
21609,2021,09/28/2022,Guilford,91 RUSSO DR,223520,307500,0.7268,Residential,Single Family,,,,POINT (-72.684079992 41.325024018)
210296,2021,07-06-2022,Berlin,355 RESERVOIR RD,172300,240000,0.717916667,Residential,Single Family,25 - Other,OTHER,TWO SALES IN ONE DAY - SEE #210295,POINT (-72.804847962 41.612923994)
210645,2021,09-07-2022,Glastonbury,107 POND CIR,143400,259000,0.5536,Residential,Single Family,,,,POINT (-72.549677013 41.718103006)
210261,2021,11/22/2021,Danbury,19 SOMERS ST A8,99800,225000,0.4435,Residential,Condo,,J12187-8,,POINT (-73.436339038 41.404679004)
210216,2021,04/25/2022,Ledyard,410 COLONEL LEDYARD HWY,143290,247900,0.578,Residential,Single Family,,,,POINT (-71.997346977 41.408498008)
21069,2021,11/15/2021,Guilford,85 MICHAEL DR,183550,188000,0.9763,Residential,Single Family,14 - Foreclosure,,,POINT (-72.700952009 41.320235017)
211519,2021,09/15/2022,Danbury,18 PAUL ST,127600,355000,0.3594,Residential,Single Family,,H21040,,POINT (-73.45978297 41.353591011)
210601,2021,04/25/2022,Fairfield,924 CEDAR ROAD,724710,1750000,0.4141,Residential,Single Family,,,,POINT (-73.296468041 41.155240019)
211243,2021,09/29/2022,New Britain,165 CHILDS ST,80990,200000,0.4049,Residential,Single Family,,,,POINT (-72.756479016 41.67651502)
210011,2021,10/27/2021,Easton,217 ROCK HOUSE ROAD,452340,729000,0.6204,Residential,Single Family,,,,POINT (-73.308236987 41.295895982)
21099,2021,12-09-2021,Monroe,10 ECHOWOODS CIR,174300,310000,0.5622,Residential,Condo,,,,POINT (-73.249928026 41.340328996)
210110,2021,11/19/2021,Glastonbury,76 TRINITY AVE,255600,426500,0.5992,Residential,Single Family,,,,POINT (-72.571023038 41.729011006)
210158,2021,11/23/2021,Middletown,992 RIDGEWOOD RD,138520,270000,0.513,Residential,Single Family,,,,POINT (-72.690988021 41.590788016)
210489,2021,07-05-2022,Glastonbury,222 WILLIAMS ST E  UNIT 223,65400,140000,0.4671,Residential,Condo,,,,POINT (-72.596453984 41.703752015)
2121091,2021,12/27/2021,Ansonia,213 N STATE ST,124400,265000,0.4694,Residential,Two Family,,,,POINT (-73.07848198 41.352523994)
211284,2021,04-04-2022,Bridgeport,62 ROWSLEY ST UNIT #5,3041800,139900,21.74267334,Commercial,,08 - Part Interest,COOP (BLACK ROCK GARDENS COOP INC),,POINT (-73.224535777 41.157973654)
210055,2021,10-08-2021,Bridgeport,316 LINWOOD AVE #318,127700,228000,0.56,Residential,Three Family,25 - Other,FIRE DAMAGE,,POINT (-73.210768026 41.178429979)
218251,2021,06/16/2022,Middletown,173 SADDLE HILL DR,243800,500000,0.4876,Residential,Single Family,,,,POINT (-72.70546097 41.566772983)
211660,2021,06-01-2022,Bridgeport,143 DEFOREST AVE,109090,210000,0.5194,Residential,Single Family,,,,POINT (-73.169251035 41.170896995)
210223,2021,06/23/2022,Ellington,12 HILLSDALE DR,162770,321000,0.507,Residential,Single Family,,,,POINT (-72.500015997 41.865776005)
210177,2021,03-07-2022,Ledyard,13 CAPT AMOS STANTON DR,213150,405000,0.5262,Residential,Single Family,,,,POINT (-71.970166979 41.436195002)
21174,2021,03-03-2022,Monroe,696 WHEELER RD,220100,300000,0.7336,Residential,Single Family,,,,POINT (-73.206042979 41.358130021)
210770,2021,03/21/2022,Danbury,8 BRENTWOOD CI,18200,639995,0.0284,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-100,,POINT (-73.524821845 41.384217937)
210086,2021,12-03-2021,Cromwell,110 WILLOWBROOK ROAD,64400,110000,0.5854,Vacant Land,,,RES VAC,,POINT (-72.684724023 41.618254564)
210068,2021,10/18/2021,Danbury,9 BRENTWOOD CI,26300,757500,0.0347,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-92,,POINT (-73.524668427 41.384215876)
21329,2021,05-09-2022,Farmington,1 TALCOTT FOREST RD UNIT L,120160,245000,0.4904,Residential,Condo,,,,POINT (-72.800798967 41.734148889)
210176,2021,04/19/2022,East Hampton,10 LOWELL RD,153570,270000,0.5687,Residential,Single Family,,,,POINT (-72.490998997 41.594506983)
210108,2021,03-01-2022,Litchfield,421 HUNTER DR,338740,600230,0.5643,Residential,Condo,,,,POINT (-73.150076108 41.782329657)
210267,2021,09/20/2022,Derby,35 HAWTHORNE AVE,72870,190000,0.3835,Residential,Single Family,,,,POINT (-73.092763989 41.324765981)
21100,2021,02/28/2022,East Haddam,5 ROLLING HILL RD,50430,90000,0.5603,Vacant Land,,,,,POINT (-72.377550175 41.446688227)
21552,2021,08-10-2022,Guilford,124 BLUFF VIEW DR,106460,759000,0.1402,Residential,Single Family,07 - Change in Property,,,POINT (-72.693762012 41.421636013)
21057,2021,11-09-2021,Bethel,20 DEEPWOOD DRIVE,201950,385000,0.5245,Residential,Single Family,,,,POINT (-73.404162002 41.420041021)
210306,2021,03/31/2022,Glastonbury,35 NEWBERRY LN,123000,165000,0.7454,Residential,Condo,25 - Other,AS-IS SALE,,POINT (-72.609323977 41.715933015)
